attack_type,country,area,activity,sex,injury,fatal,time,species,age,year,month
Boating,SCOTLAND,Easter Ross,Fishing,not declared,No injury to occupants; shark struck their boat,N,unknown,Basking shark,not declared,2008,June
Unprovoked,USA,South Carolina,Body surfing,F,Foot bitten,N,18h30,5' shark,15,2008,June
Unprovoked,BRAZIL,Pernambuco,Swimming,M,"Hand severed, buttocks bitten",N,15h00,Bull shark,14,2008,June
Unprovoked,USA,North Carolina,Surfing,M,Biceps & lower arm bitten,N,15h50,unknown,9,2008,May
Sea Disaster,BAHAMAS,Grand Bahama Island,Sea Disaster,M,Boat capsized in squall. 2 bodies scavenged  by sharks,N,unknown,Tiger sharks in area,not declared,2008,May
Unprovoked,MEXICO,Guerro,Surfing,M,Lacerations to right forearm and hand,N,Early morning,3 m shark,49,2008,May
Unprovoked,MEXICO,Guerro,Surfing,M,FATAL,Y,unknown,2 m shark,21,2008,May
Unprovoked,FIJI,Yasawa Islands,Night diving,M,FATAL,Y,Night,unknown,28,2008,May
Unprovoked,AUSTRALIA,Western Australia,Swimming,M,Severe lacerations to left leg,N,07h30,"White shark, 4m",37,2008,May
Unprovoked,NEW CALEDONIA,North Province,Fishing,M,Lower legs bitten,N,14h00,2 small bull sharks,40,2008,May
Unprovoked,USA,Florida,Wading,M,2 inch laceration to left lower calf.,N,Just before noon,unknown,6,2008,May
Provoked,SOUTH AFRICA,unknown,Fishing,M,Leg bitten by shark taken aboard Japanese trawler PROVOKED INCIDENT,N,unknown,unknown,24,2008,May
Unprovoked,MEXICO,Guerro,Surfing,M,FATAL    Severe bite to right thigh,Y,Afternoon,Tiger shark,24,2008,April
Unprovoked,USA,Florida,Surfing,M,3-inch laceration to dorsal surface of left foot,N,11h45,4' shark,18,2008,April
Unprovoked,USA,Florida,Surfing,M,Calf bitten,N,10h30,unknown,24,2008,April
Unprovoked,NEW CALEDONIA,North Province,Swimming,M,Lacerations to left foot,N,Morning,"Bull shark, 1.8m",32,2008,April
Provoked,USA,Florida,Surfing,M,Puncture wounds to right foot                  PROVOKED INCIDENT,N,09h50,unknown,21,2008,April
Unprovoked,USA,California,Swimming,M,FATAL,Y,07h00,"White shark, 12' to 15'",66,2008,April
Unprovoked,USA,Florida,Surfing,M,Cuts & punctures to right foot,N,08h45,unknown,14,2008,April
Unprovoked,AUSTRALIA,New South Wales,unknown,M,unknown,unknown,unknown,"Tiger shark, 2.3m ",not declared,2008,April
Invalid,SOUTH AFRICA,KwaZulu-Natal,Free-diving,M,"As he pushd the shark away from his camera, his finger was cut on a tooth",unknown,unknown,"Tiger shark, 13' female",not declared,2008,April
Invalid,MEXICO,Quintana Roo,Swimming,M,Probable drowning with post-mortem bites,unknown,Evening,"Reported by media as shark attack, but shark involvement prior to death was not confirmed",32,2008,April
Invalid,AUSTRALIA,Queensland,Surfing,M,2 puncture wounds to leg,unknown,11h00,Shark involvement not confirmed; thought to be a barracuda bite,19,2008,April
Unprovoked,USA,Florida,Surfing,M,Puncture wounds to right foot,N,15h00,1.5' to 2' shark,30,2008,April
Unprovoked,FIJI,unknown,Spearfishing,M,Left forearm bitten ,N,unknown,unknown,not declared,2008,April
Unprovoked,USA,Florida,Wading,M,Shin bitten,N,unknown,6' shark,15,2008,March
Unprovoked,USA,Florida,Surfing,not declared,Foot bitten,N,unknown,unknown,not declared,2008,April
Unprovoked,AUSTRALIA,New South Wales,Body boarding,M,FATAL,Y,08h05,Bull shark,16,2008,April
Unprovoked,USA,Florida,Walking out of the water after surfing,M,Right foot & ankle bitten,N,12h00,unknown,18,2008,April
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing from surfski,M,Right leg bitten,N,unknown,unknown,39,2008,March
Unprovoked,USA,Florida,Surfing,M,Foot bitten,N,18h50,4' to 5' shark,52,2008,March
Unprovoked,USA,Florida,Boogie Boarding,M,Right foot bitten,N,unknown,a small shark,not declared,2008,March
Unprovoked,USA,Florida,Walking out of the water after surfing,M,Three small lacerations/ punctures to right foot,N,11h30,2.5' shark,13,2008,March
Unprovoked,USA,Florida,Wading,M,Two 3-inch lacerations to right ankle,N,15h53,unknown,14,2008,March
Unprovoked,USA,Florida,Jet skiing,M,Minor injury,N,Afternoon,Shark involvement not confirmed,8,2008,March
Unprovoked,USA,California,Surfing,M,"No injury to surfer, surfboard bitten by the shark",N,08h00,White shark,27,2008,March
Unprovoked,BAHAMAS,Northern Bahamas,Diving,M,"Leg bitten, FATAL",Y,10h00,"A bull shark, according to some of the divers on the boat",49,2008,February
Unprovoked,FRENCH POLYNESIA,Society Islands,Spearfishing,M,Lacerations to face,N,unknown,unknown,26,2008,February
Unprovoked,USA,Florida,Surfing,M,Lacerations to foot,N,17h00,unknown,25,2008,February
Unprovoked,AUSTRALIA,New South Wales,Surfing,F,Abrasions to elbow; collided with shark,N,unknown,1 m shark,14,2008,February
Unprovoked,USA,Florida,Surf-skiing,M,Lacerations to foot,N,unknown,3' shark,not declared,2008,February
Provoked,JAPAN,Tokyo Bay,Diving,M,"No injury, captive shark attempted to bite diver's arm PROVOKED INCIDENTt",unknown,unknown,"Goblin shark, 4.2'",not declared,2008,unknown
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surf-skiing,M,"No injury to surf-skiier, shark holed ski",N,unknown,"Blacktip shark, 2m",42,2008,January
Provoked,AUSTRALIA,Queensland,Accidentally stood on hooked shark's tail before attempting to gut it ,M,Laceration to left knee PROVOKED INCIDENT,N,07h30,"Mako shark, 90kg",20,2008,January
Invalid,NEW ZEALAND,South Island,Wading,M,"Stingray envenomation, not a shark",unknown,unknown,No shark involvement,not declared,2008,January
Boat,NEW ZEALAND,North Island,Attempting to chase shark out to sea,not declared,"No injury to occupants, pontoon punctured",N,14h00,"Bronze whaler shark, 4m",not declared,2008,January
Unprovoked,USA,Florida,Surfing,M,Left foot bitten,N,unknown,a small shark,20,2008,January
Provoked,USA,Florida,Fishing for snapper,M,Minor injury to hand by hooked shark   PROVOKED INCIDENT,N,unknown,"Nurse shark, 10'",not declared,2008,unknown
Unprovoked,MEXICO,Baja California,Surfing,M,Leg bitten,N,unknown,Possibly a hammerhead shark,26,2008,unknown
Unprovoked,ECUADOR,Galapagos Islands,Surfing,M,Lacerations & puncture wounds  to left thigh,N,unknown,3 m shark,24,2007,December
Invalid,BRITISH VIRGIN ISLANDS,Green Bay,Scuba diving,M,Shark bites were post-mortem,unknown,unknown,Invalid,53,2007,December
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Severe lacerations to right buttock,N,11h00,2 m shark,31,2007,December
Unprovoked,AUSTRALIA,Queensland,Swimming,M,Lacerations to hand,N,unknown,"""a small shark""",not declared,2007,December
Invalid,AUSTRALIA,New South Wales,Swimming,M,Lacerations to left forearm,unknown,20h30,Not a shark attack; it was a hoax,34,2007,December
Unprovoked,USA,Hawaii,Surfing,M,"No injury, shark bit surfboard ",N,"""Just before 11h00""",Tiger shark,52,2007,December
Unprovoked,NEW ZEALAND,South Island,Surfing,F,"No injury, shark bit surfboard & severed leash",N,unknown,unknown,not declared,2007,December
Unprovoked,BRAZIL,Pernambuco,Removing fish from a trap,M,20 cm injury to left foot,N,unknown,2.27 m shark,28,2007,December
Provoked,AUSTRALIA,Western Australia,Fishing,M,Minor injury to finger by netted shark PROVOKED INCIDENT,N,unknown,reef shark,32,2007,November
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"No injury, teethmarks in board & torn wetsuit",N,14h20,unknown,not declared,2007,November
Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,Lacerations to feet,N,17h30,1.5 to 2 m shark,14,2007,November
Unprovoked,USA,Florida,Surfing,M,Cut to right knee,N,11h115,4' to 5' shark,21,2007,November
Unprovoked,USA,Florida,Surfing,M,Lacerations to right leg,N,09h00,5' shark,42,2007,November
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Lacerations to thigh,N,08h45,"White shark, 3m to 4m",37,2007,November
Invalid,MEXICO,Baja California,Shark diving,M,White shark breached cage. No injury to occupants,unknown,unknown,Invalid,not declared,2011,unknown
Unprovoked,USA,Hawaii,Floating,M,Lacerations to left lower leg,N,15h30,Tiger shark,32,2007,October
Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,F,small laceration to wrist,N,11h30,"White shark, 2.5m ",52,2007,October
Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,Laceration to calf,N,12h00,Bronze whaler shark,31,2007,October
Unprovoked,USA,California,Surfing,M,4 scratches on left hand,N,20h30,3' to 4' shark,22,2007,October
Unprovoked,USA,Florida,Surfing,M,Severe lacerations to right hand,N,08h10,"Blacktip shark, 5'",16,2007,October
Unprovoked,USA,California,Surfing,M,Puncture wound to foot,N,11h30,unknown,not declared,2007,September
Sea Disaster,PHILIPPINES,Palawan,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ",M,"FATAL        Only 4 of the 18 on board were rescued, some of the missing were allegedly killed by sharks",Y,14h40,unknown,not declared,2007,September
Unprovoked,NEW CALEDONIA,Loyalty Islands,Swimming,F,FATAL,Y,Early morning,Tiger shark,23,2007,September
Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,F,Thigh bitten,N,12h00,Caribbean reef shark,48,2007,September
Unprovoked,USA,California,Surfing,F,"No injury to surfer, surfboard bitten",N,08h15,White shark,not declared,2007,September
Unprovoked,EGYPT,Red Sea,Swimming,F,"Severe lacerations to lower left leg, ankle and foot",N,07h00,Oceanic whitetip sharks were in the vicinity,18,2007,September
Invalid,USA,Florida,Scuba diving,F,Shark involvement prior to death unconfirmed,unknown,unknown,Shark involvement prior to death was not confirmed,not declared,2007,September
Unprovoked,USA,Florida,Surfing,F,Laceration to foot,N,unknown,4' shark,not declared,2007,September
Unprovoked,USA,Florida,Surfing,M,Small lacerations to bottom of right big toe,N,18h20,3' shark,23,2007,September
Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Spearfishing,M,Left thigh bitten,N,Dusk,Gray reef shark,not declared,2007,September
Unprovoked,USA,Florida,Wading?,M,Laceration to right heel,N,11h15,unknown,56,2007,September
Unprovoked,USA,Florida,Surfing,F,"No injury, surfboard bitten",N,Early morning,9.5' shark?,not declared,2007,September
Unprovoked,USA,Florida,Snorkeling,M,"Minor injury, shark latched onto his abdomen",N,16h00,"Nurse shark, 2' to 3' ",14,2007,September
Unprovoked,USA,Florida,Wading,F,Puncture wounds & 2-inch laceration to calf,N,11h45,unknown,58,2007,September
Unprovoked,USA,Florida,Wading,F,Laceration to right big toe,N,13h42,unknown,36,2007,September
Unprovoked,USA,South Carolina,Standing,M,Lacerations to left calf and both feet ,N,18h30,unknown,15,2007,September
Unprovoked,USA,Florida,Jumping,F,Tiny punctures to arm,N,Morning,"18"" to 24"" shark",12,2007,September
Unprovoked,USA,Florida,Swimming,M,"3"" laceration to left forearm",N,09h45,Possibly a spinner shark,58,2007,September
Unprovoked,USA,Hawaii,Body boarding,M,Laceration to right heel,N,16h30,"Tiger shark, 10' to 12' ",15,2007,August
Unprovoked,USA,California,Surfing,M,Lacerations to thigh & torso,N,10h45,"White shark, 12'",24,2007,August
Unprovoked,USA,Florida,Surfing,M,Left hand  bitten,N,14h00,3' shark,54,2007,August
Unprovoked,USA,Florida,Surfing,M, 6 lacerations to left hand,N,Morning,3' shark,27,2007,August
Provoked,USA,North Carolina,Diving,M,Minor injury from captive shark PROVOKED INCIDENT,N,unknown,Sand shark,not declared,2007,August
Provoked,USA,Delaware,Fishing,M,Forearm bitten by hooked shark PROVOKED INCIDENT,N,19h45,Sandtiger shark,not declared,2007,August
Unprovoked,USA,Florida,Swimming,M,Torso bitten,N,20h15,unknown,52,2007,August
Unprovoked,USA,Florida,Surfing,M,Foot bitten,N,12h39,4' to 5' shark,16,2007,August
Unprovoked,USA,South Carolina,Playing,M,Right calf bitten,N,10h00,unknown,7,2007,August
Unprovoked,USA,Florida,Floating near boat & observing bioluminesce,M,Puncture wounds to torso,N,Night,Possibly a 6' bull shark,20,2007,August
Unprovoked,USA,Florida,Swimming,F,"Minor injury, small lacerations to right foot",N,17h35, ,15,2007,August
Unprovoked,USA,Florida,Walking out of the water after surfing,M,"Minor injury, lacerations to left ankle & foot ",N,18h00,unknown,19,2007,August
Unprovoked,USA,South Carolina,Swimming,M,Lacerations to right foot,N,16h40,unknown,30,2007,August
Unprovoked,USA,South Carolina,Boogie Boarding,M,Lacerations to lower leg & ankle,N,14h00,unknown,9,2007,August
Unprovoked,USA,Florida,Jumped into the water,F,Lacerations to arm,N,Afternoon,Possibly a 10' bull shark,19,2007,August
Unprovoked,USA,Florida,Surfing,M,Minor injury to shoulder,N,Afternoon,unknown,51,2007,July
Unprovoked,USA,California,Surfing,M,"No injury, shark bit surfboard",N,23h00,unknown,20,2007,July
Unprovoked,USA,California,Surf paddling,M,"No injury, surfboard bumped by shark for 20 minutes",N,unknown,"White shark, 12' ",not declared,2007,July
Boating,USA,California,Kayak Fishing,M,"No injury, kayak bitten",N,10h15,White shark,not declared,2007,July
Unprovoked,USA,Hawaii,Snorkeling,M,Left calf severely bitten,N,15h15, ,36,2007,July
Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Wading,M,Calf bitten,N,11h00,"Bronze whaler shark, 1.5 m ",15,2007,July
Unprovoked,USA,North Carolina,Swimming,M,Right calf bitten,N,12h30,2' to 3' shark,14,2007,July
Provoked,NORWAY,Oslo Fjord,Scuba diving,M,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,N,unknown,"3' small spotted catshark, Scyliorhinus canicula",48,2007,July
Invalid,USA,California,Swimming,F,Foot injured. Shark involvment uncomfirmed,unknown,11h00,Shark involvement not confirmed,43,2007,July
Unprovoked,USA,North Carolina,Wading,F,Lacerations to right thigh & left foot,N,13h00,5' shark,30,2007,July
Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,F,"Lacerations to thumb, ring and pinky fingers of right hand ",N,11h00,"Bull shark, 5' ",48,2007,July
Unprovoked,USA,Florida,Surfing,M,Right foot bitten,N,16h00,unknown,18,2007,July
Unprovoked,REUNION,unknown,Body boarding,M,Minor injuries to thigh & knee ,N,14h30,2 m shark,17,2007,July
Invalid,SENEGAL,unknown,Murder,not declared,unknown,unknown,unknown,Questionable Incident,not declared,2007,unknown
Provoked,USA,Florida,Removing hook from shark,M,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,N,unknown,"Lemon shark, 6' female ",not declared,2007,June
Unprovoked,USA,California,Swimming,F,Hand bitten,N,10h00,unknown,not declared,2007,June
Unprovoked,USA,Florida,Surfing,M,6 to 8 puncture wounds to right hand,N,17h30,4' shark,20,2007,June
Unprovoked,USA,Hawaii,Surfing,M,"No injury, board damaged",N,07h05,Tiger shark,not declared,2007,June
Invalid,USA,Florida,Surfing,F,Superficial injuries to upper leg may have been caused by surfboard fin,unknown,16h30,Shark involvement not confirmed,9,2007,June
Unprovoked,USA,Florida,Swimming,F,Right foot bitten,N,11h00,3' to 4' shark,not declared,2007,June
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Lacerations to leg & ankle,N,Sunset,unknown,not declared,2007,June
Unprovoked,USA,South Carolina,Wading,F,Lacerations to lower leg,N,17h00,unknown,not declared,2007,May
Provoked,USA,Virginia,Reviving a sedated shark,F,Left shin bitten by captive shark PROVOKED INCIDENT,N,Morning,A 10-year-old 94-pound pregnant blacktip reef shark,40,2007,May
Provoked,ENGLAND,Kent,Fishing,M,Bitten on the nose by a hooked shark PROVOKED INCIDENT,N,Afternoon,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length",38,2007,May
Unprovoked,AUSTRALIA,Western Australia,Wading,F,Left heel & calf bitten,N,14h30,2.5 m shark,38,2007,May
Unprovoked,AUSTRALIA,Victoria,Surfing,M,"No injury, shark's fin caught his leg",N,17h45,10' shark,19,2007,May
Unprovoked,USA,Florida,Surfing,F,Knee bitten,N,16h00,4' to 5' shark,21,2007,May
Unprovoked,SEYCHELLES,Bird Island,Snorkeling,M,No injury,N,unknown,"White shark, 2m ",not declared,2007,May
Invalid,AUSTRALIA,New South Wales,Swimming,M,Shark involvement prior to death unconfirmed,unknown,12h15,Shark involvement prior to death was not confirmed,45,2007,May
Unprovoked,USA,Hawaii,Snorkeling,F,Right foot bitten,N,08h30,"Tiger shark, 14' ",63,2007,May
Unprovoked,USA,Florida,Swimming,M,Circular bite on left thigh,N,08h30,6' to 8' shark,68,2007,May
Sea Disaster,TURKS & CAICOS,Providenciales,Sea Disaster,not declared,Some of the bodies recovered had been bitten by sharks,Y,  ,unknown,not declared,2007,May
Provoked,BAHAMAS,Bimini Islands,Shark tagging,F,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,N,unknown,"Lemon shark, >1 m ",20,2007,unknown
Unprovoked,AUSTRALIA,Queensland,Swimming / jumping off a jetty,F,Lower leg & foot injured,N,18h00,"""a small shark""",13,2007,April
Unprovoked,USA,Florida,Body boarding,M,Left foot bitten,N,12h30,blacktip or spinner shark,12,2007,April
Unprovoked,USA,Florida,Surfing,M,Lacerations to left index finger & thumb ,N,17h00,3' to 4' shark,24,2007,April
Boat,USA,Florida,Fishing,not declared,"No injury to occupants, shark holed the transom-mounted livewell ",N,unknown,"Bull shark, 10' ",not declared,2007,April
Unprovoked,NEW CALEDONIA,South Province,Surfing,M,Left foot bitten,N,16h00,Tiger shark,26,2007,April
Unprovoked,USA,Florida,Playing on a sandbar,M,Lacerations & puncture wounds to right calf,N,13h05,unknown,7,2007,April
Unprovoked,USA,Florida,Surfing,M,Lacerations to right ankle ,N,14h20,3' shark,27,2007,March
Unprovoked,USA,Florida,unknown,M,Minor cuts to right buttock & thigh,N,13h20,unknown,9,2007,March
Unprovoked,YEMEN,Muhafazat Hadramawt,Murder,not declared,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,Morning,unknown,not declared,2007,March
Unprovoked,USA,Florida,Surfing,M,Punctures & lacerations to right calf & calf,N,Evening,4' to 5' shark,11,2007,March
Unprovoked,AUSTRALIA,New South Wales,Surfing,F,Lacerations to 3 fingers of left hand ,N,10h00,1.5 m shark,42,2007,March
Provoked,USA,Florida,Shark fishing,M,Right hand bitten by hooked shark PROVOKED INCIDENT,N,unknown,5' shark,not declared,2007,March
Unprovoked,AUSTRALIA,Queensland,Swimming,F,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,15h30,2 to 2.5 m shark,59,2007,March
Unprovoked,USA,Florida,Surfing,M,Lacerations to right forearm & hand,N,13h00,unknown,29,2007,March
Provoked,NEW ZEALAND,Cook islans,Spearfishing,M,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,N,unknown,Tiger shark,16,2007,March
Invalid,COSTA RICA,unknown,Swimming,M,Death due to drowning. Shark bite may have been postmortem,unknown,unknown,Shark involvement prior to death was not confirmed,36,2007,February
